REG.CGE;NÚMERO;ÓRGÃO;CONVENENTE;CELEBRAÇÃO;PUBLICAÇÃO;OBJETO;VIGÊNCIA;VALOR TOTAL
06-90518-8;0106/2006;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF IRMÃ STEFANIE- CAMPINA GRANDE;;11/5/2006;CUSTEAR O TRANSPORTE ESCOLAR DOS ALUNOS DA REDE ESTADUAL RESIDENTE EM ÁREAS RURAIS.;1/4/2007;75.000,0
06-90514-5;0033/2006;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;13/5/2006;APOIAR O PROJETO MICARANDE 2006,CARNAVAL FORA DE ÉPOCA DE CAMPINA GRANDE/PB. QUE SERÁ REALIZADO NO PERÍODO DE 22/04 Á 01/05/2006.;30/6/2006;148.700,0
06-90502-1;0104/2006;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR RUBENS DUTRA SEGUNDO /CAMPINA GRANDE;;12/5/2006;CONSTITUI REGIME DE MÚTUA COOPERAÇÃO COM VISTAS A CUSTEAR O TRANSPORTE ESCOLAR DOS ALUNOS RESIDENTES EM ÁREAS RURAIS E URBANAS.;1/4/2007;75.000,0
06-90492-1;0107/2006;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF MURILO BRAGA-CAMPINA GRANDE;;12/5/2006;CONSTITUI REGIME DE MÚTUA COOPERAÇÃO COM VISTAS A CUSTEAR O TRANSPORTE ESCOLAR DOS ALUNOS RESIDENTES EM ÁREAS RURAIS E URBANAS.;1/4/2007;75.000,0
06-90460-2;0032/2006;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;INSTITUTO DE ARTE,CULTURAL E CIDADANIA / CAMPINA GRANDE;;6/5/2006;CONSTITUI TRANSFERIR RECURSOS FINANCEIROS VISANDO APOIAR A APRESENTAÇÃO DO BLOCO DA SAUDADE DURANTE A MICARANDE 2006.;30/6/2006;9.450,0
06-90445-9;0031/2006;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;ASSOC. CARNAVALESCA BLOCO ZÉ PEREIRA - CAMPINA GRANDE/PB.;;5/5/2006;APOIAR O BLOCO ZÉ PEREIRA DURANTE A MIOCARANDE 2006 CARNAVAL FORA DE ÉPOCA NA CIDADE DE CAMPINA GRANDE/PB. NO PERÍODO DE 29/04 Á 01/05/2006.;30/6/2006;9.450,0
06-90436-0;0030/2006;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;CENTRO DESENV.ATIV.FÍSICA SAÚDE/CIDADANIA/CAMPINA GRANDE;;5/5/2006;APOIAR O EVENTO AGITA MUNDO NO MUNICÍPIO DE CAMPINA GRANDE/PB.;30/6/2006;9.450,0
06-90416-5;0024/2006;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DE ACOLHIDA SÃO PAULO DA CRUZ;;21/4/2006;CONSTITUI TRANFERIR RECURSOS FINANCEIROS DESTINADOS A MANUTENÇÃO DOS PROGRAMAS DE ATENDIMENTO A CLIENTELA ATENDIDA NA INSTITUIÇÃO.;31/12/2006;36.000,0
06-90381-9;0027/2006;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;FUNDAÇÃO RUBENS DUTRA SEGUNDO / CAMPINA GRANDE;;29/4/2006;CONSTITUI TRANFERIR RECURSOS FINANCEIROS DESTINADOS A MANUTENÇÃO DE ATENDIMENTO AMBULATORIAL,ATRAVÉS DE CONSULTAS,EXAMES E OUTROS.;31/12/2006;180.000,0
06-90207-3;0001/2006;FUNESC - 33.201 - FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA;ASSOC. REPENTISTAS E POETAS NORDESTINO/CAMPINA GRANDE;;7/4/2006;REFERENTE AO XXIX CONGRESSO NACIONAL DE VIOLEIROS,QUE OCORRERÁ NOS DIAS 24 E 25 DE MARÇO DE 2006 NA CIDADE DE CAMPINA GRANDE/PB.;25/4/2006;30.000,0
06-90131-0;0003/2006;SETDE - 21.0001 - SECRETARIA DE ESTADO DO TURISMO E DESENVOLVIMENTO ECONÔMICO;INSTITUTO CAMPINENSE DE TURISMO E EVENTOS PARAHYBA CONVENTIO & VISITORS BUREAU - CAMPINA GRANDE;;14/3/2006;PARTICIPAÇÃO DO GOVERNO DO ESTADO NOS EVENTOS DENOMINADO LIVE & INVEST IN BRAZIL 2006.;30/4/2006;90.000,0
06-90092-5;0001/2006;EMATER - 32.201 - EMPRESA DE ASSISTÊNCIA TÉCNICA E EXTENSÃO RURAL;FUNDAÇÃO DE APOIO À PESQUISA DO ESTADO DA PARAÍBA ;;25/2/2006;CONSTITUI IMPLEMENTAR MELHORIAS NA INFRA-ESTRUTURA DOS SERVIÇOS A SUSTENTABILIDADE ECONÔMICA,POLÍTICA,SOCIAL E AMBIENTAL.;5/5/2008;1.086.000,0
06-90058-5;0005/2006;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;*EXC 2º BATALHÃO POLÍCIA MILITAR;;;EXECUÇÃO DOS PROGRAMAS ASSISTENCIAIS DE ATENDIMENTO Á CRIANÇA DE ACORDO COM O PLANO DE TRABALHO;31/12/2008;15.930,72
06-90049-6;0010/2006;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;UNIVERSIDADE ESTADUAL DA PARAÍBA;;10/3/2006;CONSTITUI A EXECUSÃO DOS PROGRAMAS ASSISTENCIAIS DE NATUREZA CONTINUADA,DE ATENDIMENTO À CRIANÇA,DE ACORDO COM O PLANO DE TRABALHO.;31/12/2007;40.848,0
06-90037-2;0005/2006;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;ORGANIZAÇÃO NOVA CONSCIÊNCIA;;5/5/2006;APOIAR O 15º ENCONTRO DA NOVA CONSCIÊNCIA EM CAMPINA GRANDE/PB. NO PERÍODO DE 24 A 28/02/2006.;30/4/2006;99.100,0
06-90031-3;0010/2006;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;FUNDAÇÃO ASSISTENCIAL DA PARAÍBA  -  FAP;;11/2/2006;CONSTITUI TRANSFERIR RECURSOS FINANCEIROS DESTINADOS À AQUISIÇÃO DE MEDICAMENTOS QUIMIOTERÁPICOS PARA PACIENTES PORTADORES DE CÂNCER.;31/12/2007;360.000,0
05-90917-1;0021/2005;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;GRUPO DE APOIO A VIDA - GAV - CAMPINA GRANDE/PB.;;29/12/2005;REALIZAÇÃO DO PROJETO CIDADANIA CONQUISTA DE DIREITOS E HUMANIZAÇÃO EM HIV/AIDS.;21/12/2006;20.000,0
05-90916-3;0020/2005;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;;29/12/2005;REALIZAÇÃO DO PROJETO ACREDITANDO NO FUTURO DOS JOVENS PORTARES DE HIV/AIDS.;21/12/2006;20.000,0
05-90910-4;0014/2005;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;ONG-CENTRO INFORMATIVO DE PREV. MOBIL,E ACONSELHAMENTO AOS PROFISSIONAIS DO SEXO-CAMPINA GRANDE;;29/12/2005;TRANSFERIR RECURSOS PARA A REALIZAÇÃO DO PROJETO PROFISSIONAIS DO SEXO- PRÁTICAS SEXUIAS SEGURAS;21/12/2006;14.086,0
05-90879-5;0263/2005;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ESCOLA CINETISTA SÃO JOSÉ DA MATA;;17/12/2005;EXPANSÃO E MELHORIA DO ENSINO NA ESCOLA;31/3/2006;40.000,0
05-90872-8;0006/2005;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO SÃO VICENTE DE PAULO / CAMPINA GRANDE;;16/12/2005;CONSTITUI A MANUTENÇÃO DOS PROGRAMAS VISANDO ATENDIMENTO DA CLIENTELA NA INSTITUIÇÃO;31/12/2006;32.000,0
05-90869-8;0012/2005;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;INSTITUTO DE EDUCAÇÃO E ASSISTÊNCIA AOS CEGOS DO NORDESTE;;16/12/2005;CONSTITUI A MANUTENÇÃO DOS PROGRAMAS VISANDO ATENDIMENTO DA CLIENTELA NA INSTITUIÇÃO;31/12/2006;32.000,0
05-90867-1;0025/2005;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;GRUPO DE VOLUNTÁRIOS DE CAMPINA GRANDE / CAMPINA GRANDE;;16/12/2005;CONSTITUI A MANUTENÇÃO DOS PROGRAMAS VISANDO ATENDIMENTO DA CLIENTELA NA INSTITUIÇÃO;31/12/2006;16.000,0
05-90866-3;0008/2005;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CENTRO DE RECUPERAÇÃO HOMENS DE CRISTO / CAMPINA GRANDE;;16/12/2005;CONSTITUI A MANUTENÇÃO DOS PROGRAMAS VISANDO ATENDIMENTO DA CLIENTELA NA INSTITUIÇÃO;31/12/2006;40.000,0
05-90863-9;0011/2005;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;ASSOC. VIDA NOVA DOS REMIDOS NO SENHOR;;16/12/2005;CONSTITUI A MANUTENÇÃO DOS PROGRAMAS VISANDO ATENDIMENTO DA CLIENTELA NA INSTITUIÇÃO;31/12/2006;8.000,0
05-90860-4;0007/2005;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DO MENINO / CAMPINA GRANDE;;16/12/2005;CONSTITUI A MANUTENÇÃO DOS PROGRAMAS VISANDO ATENDIMENTO DA CLIENTELA NA INSTITUIÇÃO;31/12/2006;64.000,0
05-90855-8;0010/2005;FUNCEP - 20.901 - FUNDO DE COMBATE E ERRADICAÇÃO À POBREZA DO ESTADO;CASA DA CRIANÇA DR. JOÃO MOURA / CAMPINA GRANDE;;16/12/2005;CONSTITUI A MANUTENÇÃO DOS PROGRAMAS VISANDO ATENDIMENTO DA CLIENTELA NA INSTITUIÇÃO;31/12/2006;64.000,0
05-90840-0;0145/2005;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. RURAL COMUNITÁRIA DO SÍTIO TAMBOR- CAMPINA GRANDE;;15/12/2005;CONSTITUI UM SUBPROJETO DE CRECHE COMUNITÁRIA- CONSTRUÇÃO E INSTALAÇÃO NA COMUNIDADE SÍTIO TAMBOR A BANEFICIAR 60 FAMÍLIAS;7/8/2006;216.152,24
05-90833-7;0033/2005;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;FUNDAÇÃO CULTURAL MUSEU ÉTNICO DO NORDESTE/ CAMPINA GRANDE;;15/12/2005;APOIAR E PROMOVER O PROJETO VII PRESÉPIO VIVO DO NATAL INSPIRADO NA HISTÓRIA DO NASCIMENTO DE JESUS CRISTO NO PERÍODO DE 19 A 25 DE DEZEMBRO DE 2005.;31/1/2006;89.100,0
05-90812-4;0010/2005;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;FUNDAÇÃO RUBENS DUTRA SEGUNDO / CAMPINA GRANDE;;13/12/2005;TRANSFERIR RECURSOS FINANCEIROS PARA EXECUÇÃO DOS SERVIÇOS DE MALHORAMENTO HOSPITALAR DO HOSPITAL MEMORIAL RUBENS DUTRA SEGUNDO;25/3/2006;80.000,0
05-90800-1;0007/2005;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;FUNDAÇÃO RUBENS DUTRA SEGUNDO / CAMPINA GRANDE;;13/12/2005;EXECUÇÃO DOS SERVIÇOS MÉDICOS HOSPITALARES NO HOSPITAL MEMORIAL RUBENS DUTRA SEGUNDO CAMPINA GRANDE/PB.;24/3/2006;40.000,0
05-90789-6;0032/2005;FIC - 33.902 - FUNDO DE INCENTIVO À CULTURA AUGUSTO DOS ANJOS;FUNDAÇÃO ARTISTÍCAO CULTURAL SUELLEN CAROLINI;;26/11/2005;REALIZAÇÃO DE PROJETO CULTURAL NA ÁREA DE PRESERVAÇÃO E RESTAURO.;31/10/2006;37.975,33
05-90787-0;0029/2005;FIC - 33.902 - FUNDO DE INCENTIVO À CULTURA AUGUSTO DOS ANJOS;GRUPO CUTLTURAL ARGILAS AMIGOS DA ARTE E DO MEIO AMBIENTE / CAMPINA GRANDE;;26/11/2005;REALIZAÇÃO DE PROJETO CULTURAL NA ÁREA DE ARTESANATO.;30/11/2006;81.458,37
05-90786-1;0025/2005;FIC - 33.902 - FUNDO DE INCENTIVO À CULTURA AUGUSTO DOS ANJOS;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;26/11/2005;REALIZAÇÃO DE PROJETO CULTURAL NA ÁREA DE PATRIMÔNIO.;30/11/2006;70.574,62
05-90781-1;0005/2005;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL DE PESSOAS VIVENDO COM HIV/AIDS - NUCLEO CAMPINA GRANDE.;;25/11/2005;REALIZAÇÃO DO PROJETO II ENCONTRO PARAIBANO DE PESSOAS VIVENDO E CONVIVENDO COM HIV/AIDS.;30/1/2006;44.920,0
05-90765-9;0079/2005;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;*EXC 2º BATALHÃO POLÍCIA MILITAR;;10/11/2005;EXECUÇÃO DO PROGRAMA VIDA CRIANÇA DE ATENDIMENTO A CRIANÇA DA CRECHE ISAURA GOMES DE FARIAS,LOCALIZADA NO II BPM EM CAMPINA GRANDE/PB.;31/12/2005;5.310,24
05-90673-3;0018/2005;FUNESC - 33.201 - FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA;INSTITUTO DE ARTE,"CULTURAL E CIDADANIA / CAMPINA GRANDE;;20/8/2005;""XXX FESTIVAL DE INVERNO DE CAMPINA GRANDE"";15/3/2006;242.000,0
05-90604-1;0005/2005;SETDE - 21.0001 - SECRETARIA DE ESTADO DO TURISMO E DESENVOLVIMENTO ECONÔMICO;CÂMERA DIRIGENTES LOJISTAS - CDL / CAMPINA GRANDE;;;CONJUGAÇÃO DE ESFORÇOS EM REGIME DE PARCERIA,ENTRE A SEDE NA CAMPANHA PARA MAIOR FORMENTO DO MERCADO VAREJISTA E DE SERVIÇOS DA CIDADE DE CAMPINA GRANDE/PB.;4/11/2005;140.000,0
05-90558-3;0048/2005;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;GRUPO DE VOLUNTÁRIOS DE CAMPINA GRANDE / CAMPINA GRANDE;;7/7/2005;APOIO A GRUPOS ARTESANAIS EM COMUNIDADES RURAIS;16/11/2005;11.034,30
05-90555-9;0015/2005;FUNESC - 33.201 - FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA;ASSOC. DOS MÚSICOS DA ORQUESTRA SANFÔNICA RONALDO CUNHA LIMA/ CAMPINA GRANDE;;;APOIAR E PATROCINAR 20 (VINTE) APRESENTAÇÕES - CONCERTOS OFICIAIS;30/11/2005;112.000,0
05-90528-1;0002/2005;FUNESC - 33.201 - FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA;VISÃO NACIONAL CONSCIÊCIA CRISTÃ/CAMPINA GRANDE;;;II ARRAIAL DE DEUS;4/7/2005;50.000,0
"05-90527-3;0001/2005;FUNESC - 33.201 - FUNDAÇÃO ESPAÇO CULTURAL DA PARAÍBA;FUNDAÇÃO CULTURAL MUSEU ÉTNICO DO NORDESTE/ CAMPINA GRANDE;;;""PROJETO SÍTIO SÃO JOÃO"";4/7/2005;83.000,0
05-90498-6;0058/2005;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;CENTRO DE RECUPERAÇÃO HOMENS DE CRISTO / CAMPINA GRANDE;;;EXECUÇÃO DAS ATIVIDADES NECESSARIAS AO ATENDIMENTO DE IDOSO COM NECESSIDADE ESPECIAIS.;31/12/2005;40.000,0
05-90497-8;0057/2005;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;INSTITUTO SÃO VICENTE DE PAULO / CAMPINA GRANDE;;;EXECUÇÃO DAS ATIVIDADES NECESSARIAS AO ATENDIMENTO DE IDOSO COM NECESSIDADE ESPECIAIS.;31/12/2005;40.000,0
05-90496-0;0056/2005;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;CASA DO MENINO / CAMPINA GRANDE;;;EXECUÇÃO DAS ATIVIDADES NECESSÁRIAS AO ATENDIMENTO À CRIANÇA COM NECESSIDADE ESPECIAIS.;31/12/2005;40.000,0
05-90495-1;0055/2005;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;CASA DA CRIANÇA DR. JOÃO MOURA / CAMPINA GRANDE;;;EXECUÇÃO DAS ATIVIDADES NECESSÁRIAS AO ATENDIMENTO À CRIANÇA COM NECESSIDADE ESPECIAIS.;31/12/2006;40.000,0
05-90492-7;0S/N 2005;SEG - 09.0001 - SECRETARIA DE ESTADO DO GOVERNO;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;;REALIZAÇÃO DO MAIOR SÃO JOÃO DO MUNDO,FESTEJO TÍPICO REGIONAL,QUE SERÁ REALIZADO DE 03 DE JUNHO A 03 DE JULHO DO CORRENTE ANO,NA CIDADE DE CAMPINA GRANDE/PB.;4/7/2005;600.000,0
05-90409-9;0122/2005;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ASSOC. DE PAIS E AMIGOS EXEPICIONAIS DE CAMPINA GRANDE;;;MANUTENÇÃO PARA REABILITAÇÃO DOS PORTADORES DE DEFICIÊNCIA.;31/3/2006;90.000,0
05-90339-4;0053/2005;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR RUBENS DUTRA SEGUNDO /CAMPINA GRANDE;;3/5/2005;CUSTEAR O TRANSPORTE,NO ANO LETIVO DE 2005,DE ALUNOS DA REDE ESTADUAL,RESIDENTES EM ÁREAS RURAIS OU URBANAS.;31/12/2006;75.000,0
05-90187-1;0051/2005;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR MARIA AUGUSTA LUCENA BRITO / CAMPINA GRANDE;;;CUSTEAR O TRANSPORTE,NO ANO LETIVO DE 2005,DE ALUNOS DA REDE ESTADUAL,RESIDENTES EM ÁREAS RURAIS OU URBANAS.;31/12/2006;75.000,0
05-90185-5;0049/2005;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF IRMÃ STEFANIE- CAMPINA GRANDE;;;CUSTEAR O TRANSPORTE,NO ANO LETIVO DE 2005,DE ALUNOS DA REDE ESTADUAL,RESIDENTES EM ÁREAS RURAIS OU URBANAS.;31/12/2006;75.000,0
05-90184-7;0048/2005;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF MURILO BRAGA-CAMPINA GRANDE;;;CUSTEAR O TRANSPORTE,NO ANO LETIVO DE 2005,DE ALUNOS DA REDE ESTADUAL,RESIDENTES EM ÁREAS RURAIS OU URBANAS.;31/12/2006;75.000,0
05-90160-0;0009/2005;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;PREFEITURA MUNICIPAL DE CAMPINA GRANDE;;;APOIAR O PROJETO MICARANDE 2005,CARNAVAL FORA DE ÉPOCA DE CAMPINA GRANDE/PB,QUE SERÁ REALIZADO NO PERÍODO DE 07 À 10/04/2005.;30/5/2005;163.800,0
05-90159-6;0008/2005;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;ASSOC. CARNAVALESCA BLOCO ZÉ PEREIRA - CAMPINA GRANDE/PB.;;;APOIAR O BLOCO ZÉ PEREIRA DURANTE A MICARANDE 2005,CARNAVAL FORA DE ÉPOCA DE CAMPINA GRANDE/PB,QUE SERÁ REALIZADO NO PERÍODO DE 07 À 10/04/2005.;29/5/2005;9.500,0
04-91394-9;0047/2004;FIC - 33.902 - FUNDO DE INCENTIVO À CULTURA AUGUSTO DOS ANJOS;UNIVERSIDADE ESTADUAL DA PARAÍBA;;;IMPLEMENTAÇÃO DO LABORATORIO DE CONSERVAÇÃO E RESTAURAÇÃO DE BENS CULTURAIS DO MUSEU DE ARTE ASSIS CHATEAUBRIAND DA UNIVERSIDADE ESTADUAL DA PARAIBA - UEPB.;13/8/2005;198.794,71
04-91380-9;0319/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELJO ESCOLAR ITAN PEREIRA / CAMPINA GRANDE.;;19/1/2005;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL RESIDENTE EM ÁREAS RURAIS OU URBANAS,NO MUNICÍPIO DE CAMPINA GRANDE/PB.;31/12/2004;66.000,0
04-91379-5;0318/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF IRMÃ STEFANIE- CAMPINA GRANDE;;19/1/2005;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL RESIDENTE EM ÁREAS RURAIS OU URBANAS,NO MUNICÍPIO DE CAMPINA GRANDE/PB.;31/12/2004;70.000,0
04-91377-9;0320/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR DA EEEF MURILO BRAGA-CAMPINA GRANDE;;19/1/2005;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL RESIDENTE EM ÁREAS RURAIS OU URBANAS,NO MUNICÍPIO DE CAMPINA GRANDE/PB.;31/12/2004;66.000,0
04-91311-6;0865/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. COMUNITÁRIA BENEFICIENTE DA COMUNIDADE PORTEIRA DE PEDRA/CAMPINA GRANDE;;13/11/2004;SUBPROJETO DE PRIVADA HIGIÊNICA C/FOSSA SÉPTICA NA COMUNIDADE PORTEIRA DE PEDRA/CAMPINA GRANDE/PB.;7/5/2005;56.690,32
04-91310-8;0304/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;GRUPO CUTLTURAL ARGILAS AMIGOS DA ARTE E DO MEIO AMBIENTE / CAMPINA GRANDE;;6/11/2004;CUSTEAR A GTEC,"IMPLANTAÇÃO DO ""PROJETO MÃO NO BARRO NA ESCOLA"" COM O OBJETIVO DE CAPACITAR E QUALIFICAR MÃO-DE-OBRA DE ADOLESCENTE CARENTES;31/12/2004;90.326,74
04-91304-3;0864/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;ASSOC. PEQUENOS PRODUTORES RURAIS DE PAUS BRANCO E OUTROS/CAMPINA GRANDE/PB.;;13/11/2004;SUBPROJETO DE SISTEMA DE ABASTECIMENTO D'ÁGUA,NA COMUNIDADE PAUS BRANCO E OUTROS/CAMPINA GRANDE/PB.;26/8/2005;152.619,82
04-91303-5;0863/2004;PCOOPERAR - 28.101 - PROJETO COOPERAR DO ESTADO DA PARAIBA;NÚCLEO DE PRODUÇÃO ARTESANAL NOSSA SENHORA DA GLÓRIA/CAMPINA GRANDE/PB.;;;SUBPROJETO DE APOIO AO ARTESANATO,NA COMUNIDADE SEDE/CAMPINA GRANDE/PB.;23/12/2005;70.397,71
04-91226-8;0014/2004;SES - 25.0001 - SECRETARIA DE ESTADO DA SAÚDE;REDE NACIONAL PESQUISA AO VIRUS HIV - AIDS / CAMPINA GRANDE;;;TRANSFERENCIA DE RECURSOS FINANCEIROS PARA MANUTENÇÃO DA REDE NACIONAL DE PESSOAS VIVENDO COM HIV/AIDS.;25/11/2005;24.000,0
"04-91221-7;0013/2004;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;ASSOC. TEATRO AMADOR DE CAMPINA GRANDE / CAMPINA GRANDE;;;""FESTIVAL DE INVERNO"";20/10/2004;199.000,0
04-91203-9;0258/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;CONSELHO ESCOLAR JOSÉ DOROTÉIA DUTRA/CAMPINA GRANDE;;;CUSTEAR O TRANSPORTE DE ALUNOS DA REDE ESTADUAL RESIDENTE EM ÁREAS RURAIS OU URBANAS.;30/3/2005;66.000,0
04-91191-1;0013/2004;CINEP - 21.0101 - CIA DE DESENVOLVIMENTO DA PARAÍBA;CIA DE DESENVOLVIMENTO DE RECURSOS MINERAIS DA PARAÍBA;;10/8/2004;AQUISIÇÃO DE MATERIAIS,QUE COMPLEMENTARÃO OS KIT'S QUE SERÃO DISTRIBUÍDOS COM OS PEQUENOS MINERADORES DA ASSOCIAÇÃO DOS GARIMPEIROS DE JUNCO DO SERIDÓ;15/10/2004;9.353,0
04-91179-2;0010/2004;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;CENTRO DE RECUPERAÇÃO HOMENS DE CRISTO / CAMPINA GRANDE;;2/7/2004;EXECUÇÃO DAS ATIVIDADES NECESSÁRIAS AO ATENDIMENTO DE DEPENDENTE QUIMICOS COM NECESSIDADES ESPECIAIS;31/3/2005;30.000,0
04-91167-9;0275/2004;SEE - 22.0001 - SECRETARIA DE ESTADO DA EDUCAÇÃO;ORGANIZAÇÃO PAPEL MARCHE - PAPEL MARCHE / CAMPINA GRANDE;;22/7/2004;CUSTEAR AS DESPESAS PARA A MANUNTENÇÃO DA OAPNES;30/3/2005;65.500,0
04-91155-5;0009/2004;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;INSTITUTO SÃO VICENTE DE PAULO / CAMPINA GRANDE;;2/7/2004;EXECUÇÃO DAS ATIVIDADES NECESSÁRIAS AO ATENDIMENTO DE IDOSOS COM NECESSIDADES ESPECIAIS;31/3/2005;30.000,0
04-91154-7;0008/2004;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;CASA DO MENINO / CAMPINA GRANDE;;2/7/2004;EXECUÇÃO DAS ATIVIDADES NECESSÁRIAS AO ATENDIMENTO À CRIANÇA COM NECESSIDADES ESPECIAIS;31/3/2005;30.000,0
04-91153-9;0007/2004;SEDH - 27.0001 - SECRETARIA DE ESTADO DO DESENVOLVIMENTO HUMANO;CASA DA CRIANÇA DR. JOÃO MOURA / CAMPINA GRANDE;;2/7/2004;EXECUÇÃO DAS ATIVIDADES NECESSÁRIAS AO ATENDIMENTO À CRIANÇA COM NECESSIDADES ESPECIAIS;31/3/2005;30.000,0
"04-91151-2;0010/2004;PBTUR 21.0201 - EMPRESA PARAIBANA DE TURISMO S/A;VISÃO NACIONAL CONSCIÊCIA CRISTÃ/CAMPINA GRANDE;;15/7/2004;REALIZAÇÃO DO ""ARRAIAL DE DEUS"";20/9/2004;111.225,0
