ID,DATA_INICIO,DATA_FIM,VALOR_TOTAL,VALOR_EMPENHADO,DESCRICAO,STATUS,UF,MUNICIPIO,AREA,TIPO
12-80249-2,1/6/2012,24/5/2016,0,NA,"CONSTITUI OBJETO DESTE INSTRUMENTO DE CONVÊNIO,ESTABELECER CONDIÇÕES INDISPENSÁVEIS A VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS CURRICULARES AOS ESTUDANTES DA CESED CENTRO DE ENSINO SUPERIOR E DESENVOLVIMENTO,REGULARMENTE MATRICULADOS E COM EFETIVA FREQÜÊNCIA,ENTENDIDO COMO UM ATO EDUCATIVO ESCOLAR SUPERVISIONADO E COMO UMA ESTRATÉGIA DE PROFISSIONALIZAÇÃO QUE COMPLEMENTE O PROCESSO ENSINO-APRENDIZAGEM.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80237-9,26/5/2012,31/12/2012,50220,NA,"CONVÊNIO VISANDO À SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO SEVERINO CABRAL,LOCALIZADA NO MUNICÍPIO DE CAMPINA GRANDE/PB,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80236-1,26/5/2012,31/12/2012,140940,NA,"CONVÊNIO VISANDO À SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL E MÉDIO DR. ELPÍDIO DE ALMEIDA,LOCALIZADA NO MUNICÍPIO DE CAMPINA GRANDE/PB,EM DECORRÊNCIA DO PROGRAMA DO ENSINO MÉDIO INOVADOR EM TEMPO INTEGRAL.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80234-4,26/5/2012,28/2/2013,77880,NA,CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM AREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80233-6,26/5/2012,28/2/2013,79640,NA,CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM AREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80232-8,26/5/2012,28/2/2013,75680,NA,CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM AREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80231-0,26/5/2012,28/2/2013,75680,NA,CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM AREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80230-1,24/5/2012,28/2/2013,46200,NA,CUSTEAR O TRANSPORTE ESCOLAR DE ALUNOS RESIDENTES EM AREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80228-0,24/5/2012,18/5/2013,0,NA,TEM A FINALIDADE DE CONSIGNAR EM FOLHA DE PAGAMENTO DOS SERVIDORES PUBLICOS ESTADUAIS DESCONTOS CONCERNENTES À CONTRIBUIÇÃO ASSOCIATIVA.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80221-2,17/5/2012,12/3/2016,0,NA,"COOPERAÇÃO TÉCNICA CIENTIFICA. EDUCACIONAL E,ADMINISTRATIVA.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80214-0,12/5/2012,30/6/2012,30000,NA,APOIO FINANCEIRO AO XXXI FESTIVAL NACIONAL DE VIOLEIROS.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80213-1,12/5/2012,12/3/2016,0,NA,CONCESSÃO DE ESTÁGIOS CURRICULARES PARA ALUNOS DESSA INSTITUIÇÃO.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80083-0,16/2/2012,30/4/2012,65000,NA,APOIO FINANCEIRO AO 21º ENCONTRO DA NOVA CONSCIÊNCIA.,NA,PB,CAMPINA GRANDE,NA,Convenio
12-80075-9,16/2/2012,1/2/2014,96000,NA,"REALIZAÇÃO DE ESTÁGIO NÃO  OBRIGATÓRIO DE ALUNOS REGULARMENTE MATRICULADOS A PARTIR DO 7º PERÍODO DO CURSO DE DIREITO,ENCAMINHADOS PELA FACULDADE DE CIÊNCIAS SOCIAIS APLICADAS - FACISA,A PARTIR DE AVALIAÇÃO TÉCNICA MEDIANTE PROCESSO SELETIVO REGULAR,PARA PREENCHIMENTO DE 10 (DEZ) VAGAS DE ESTÁGIO,COM O FIM DE EXERCER ATIVIDADES JUNTO AO PROCON-PB.",NA,PB,CAMPINA GRANDE,NA,Convenio
12-80041-4,26/1/2012,22/12/2012,0,NA,"O PRESENTE TERMO DE COOPERAÇÃO TÉCNICA,TEM POR OBJETIVO,A FORMAÇÃO DE TURMAS NAS INSTITUIÇÕES PRISIONAIS DO ESTADO DA PARAÍBA,PARA REALIZAÇÃO DO CURSO DE FORMAÇÃO EM CORTE E COSTURA,COM VISTA AO PROCESSO DE RESSOCIALIZAÇÃO DE REEDUCANDOS DO SISTEMA CARCERÁRIO DA PARAÍBA",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80914-1,22/12/2011,31/1/2012,37829,NA,AQUISIÇÃO DE EQUIPAMENTOS PARA A INSTITUIÇÃO.,NA,PB,CAMPINA GRANDE,NA,Convenio
11-80890-0,17/12/2011,10/12/2015,0,NA,ESTÁGIO CURRICULAR OBRIGATÓRIO E NÃO OBRIGATÓRIO JUNTO A UEPB.,NA,PB,CAMPINA GRANDE,NA,Convenio
11-80886-1,13/12/2011,7/2/2012,14000,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO DESENVOLVER AÇÕES SOCIAIS PARA MELHORAR A QUALIDADE DE VIDA DE PESSOAS QUE VIVEM E CONVIVEM COM HIV/AIDS NO ESTADO DA PARAÍBA,VISANDO A VOLTA DOS PORTADORES AO CONVÍVIO SOCIAL,COMO FORMA DE COMBATER O PRECONCEITO E A DISCRIMINAÇÃO,CONFORME O PLANO DE TRABALHO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80884-5,13/12/2011,6/6/2012,35000,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO MINIMIZAR O IMPACTO PSICOSSOCIAL CAUSADO PELAS DIVERSAS MANIFESTAÇÕES DE PRECONCEITO,DISCRIMINAÇÃO E EXCLUSÃO A QUE SÃO SUBMETIDAS AS PESSOAS VIVENDO COM HIV E AIDS NO SEIO DA SOCIEDADE,ATRAVÉS DA REALIZAÇÃO DE OFICINAS TEMÁTICAS (PRODUÇÃO DE SABER COLETIVO),ACONSELHAMENTOS DE PARES (CONSTRUÇÃO DA AUTONOMIA DOS SUJEITOS) E ACOMPANHAMENTO DOMICILIARES (APOIO PRÁTICO E EMOCIONAL),PERMITINDO OFERECER UM CARÁTER MAIS HUMANIZADO PARA QUE A PESSOA SE SINTA CUIDADA E PERTENCENTE A UMA REDE SOCIAL,CONTRIBUINDO PARA A MELHORIA DA QUALIDADE DE VIDA DAS PESSOAS VIVENDO COM HIV/AIDS,COM O PROJETO CIDADANIA POSITHIVA,CONFORME O PLANO DE TRABALHO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80882-9,13/12/2011,6/7/2012,35000,NA,"O PRESENTE CONÊNIO TEM POR OBJETO CONTRIBUIR DE FORMA ELETIVA PARA UMA MELHOR QUALIDADE DE VIDA VIDA DAS CRIANÇAS E ADOLECENTES QUE VIVEM E CONVIVEM COM HIV/AIDS NO ESTADO DA PARAÍBA,ATRAVÉS DO DESENVOLVIMENTO DE AÇÕES QUE POSSIBILITEM CRIANÇAS,ADOLECENTES,SEUS FAMILIARES E CUIDADORES A COMPREENDER E A LIDAR COM SUAS PERCEPÇÕES INDIVIDUAIS E COLETIVAS,TENDO EM VISTA A SUA PARTICIPAÇÃO NA VIDA SOCIAL COMO PROTAGONISTA E ATOR TRANSFORMADOR DA SUA HISTÓRIA,COM O PROJETO CRESCENDO DE BEM COM A VIDA,CONFORME O PLANO DE TRABALHO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80875-6,10/12/2011,6/6/2012,35000,NA,"PRESENTE CONVÊNIO TEM POR OBJETO DESENVOLVER AÇÕES DE INTEGRAÇÃO E VALORIZAÇÃO DAS PESSOAS VIVENDO E CONVIVENDO COM HIV/AIDS NO ESTADO DA PARAÍBA,VISANDO CONTRIBUIR PARA A MELHORIA DA QUALIDADE DE VIDA,RESGATE DA AUTOESTIMA E A SOCIALIZAÇÃO DAS PVHA,ALÉM DE PRESTAR ATENDIMENTO JURÍDICO,PSICOSSOCIAL E NUTRICIONAL E MEDIAR CASOS DE VIOLAÇÃO DOS DIREITOS HUMANOS,COM O PROJETO INTEGRAÇÃO E VALORIZAÇÃO,CONFORME O PALNO DE TRABALHO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80855-1,1/12/2011,26/8/2012,35500,NA,"AMPLIAR E DIFUNDIR AS AÇÕES DE PREVENÇÃO DESENVOLVIDAS PELO CIPMAC NA CIDADE DE CAMPINA GRANDE E OUTROS SEIS MUNICÍPIOS DO INTERIOR DA PARAÍBA - SERRA REDENDA,SOLEDADE,JUAZEIRINHO,POMBAL,MONTEIRO E AREIA - CONTRIBUINDO PARA REDUNÇÃO DOS ÍNDICES DE TRANSMISSÃO DAS DST/HIV/AIDS ENTRE PROFISSIONAIS DO SEXO E CLIENTES.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80838-1,29/11/2011,1/10/2016,1618496.4,NA,"CONVÊNIO TEM POR OBJETO GARANTIR A MANUTENÇÃO DO USUÁRIO EM LISTA DE ESPERA,NO STATUS ATIVO,FAVORECENDO MAIOR ACESSO AO TRANSPLANTE RENAL E,CONSEQUENTIMENTE,A REDUÇÃO E AGILIDADE DA LISTA DE ESPERA,GARANTINDO MAIOR EXPERIENCIA E QUALIDADE DE VIDA AO USUÁRIO CRÔNICO RENAL,EM CONSONÂNCIA COM O PLANO DE TRABALHO QUE INTEGRA O PRESENTE CONVÊNIO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80833-1,15/3/2012,28/4/2012,420000,NA,"BOLSA ESCOLAR AOS ESTUDANTES ALFABETIZADORES VOLUNTÁRIOS E PAGAMENTO DE COORDENADORES LIGADOS AO PLANO ESTADUAL DE ALFABETIZAÇÃO,EXECUTADO ATRAVÉS DO PROGRAMA BRASIL ALFABETIZADO NO ESTADO DA PARAÍBA",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80799-7,11/10/2011,31/12/2011,7830,NA,"SUPLEMENTAÇÃO DO FORNECIMENTO DE ALIMENTAÇÃO ESCOLAR NA ESCOLA ESTADUAL DE ENSINO FUNDAMENTAL MONTE CARMELO,EM DECORRÊNCIA DO PROJETO PB/VEST.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80788-1,11/11/2011,10/10/2012,0,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO GARANTIR A SAÚDE E OS DIREITOS HUMANOS DOS PACIENTES DE FORMA COMPLEMENTAR E ACESSÓRIA AO GOVERNO DO ESTADO DA PARAÍBA,DISPONIBILIZANDO-SE 33 (TRINTA E TRÊS) LEITOS DO HOSPITAL,SENDO 30 (TRINTA) LEITOS GERAIS PARA ATENDER PACIENTES PORTADORES DE MOLÉSTIAS CLÍNICAS DE MÉDIA COMPLEXIDADE E 03 (TRÊS) LEITOS DE UTI PARA ATENDER PACIENTES GRAVES PORTADORES DE MOLÉSTIAS CRÔNICAS DE LONGA PERMANÊNCIA HOSPITALAR (DOENÇAS NEUROLÓGICAS E INFECTO-CONTAGIOSA),TODOS ORIUNDOS E EGRESSOS DO HOSPITAL DE EMERGÊNCIA E TRAUMA DOM LUIZ GONZAGA,AMPLIANDO A CAPACIDADE INSTALADA DE LEITOS GERAIS E DE UTI,EM CONSONÂNCIA COM O PLANO DE TRABALHO E DEMAIS ANEXOS QUE INTEGRAM O PRESENTE CONVÊNIO,INDEPENDENTEMENTE DE TRANSCRIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80760-1,4/11/2011,30/9/2012,112080,NA,MANUTENÇÃO DA INSTITUIÇÃO QUE ATENDE CRIANÇAS E ADOLESCENTES CARENTES NO CONTRA TURNO ESCOLAR E SEUS FAMILIARES.,NA,PB,CAMPINA GRANDE,NA,Convenio
11-80567-6,8/10/2011,25/2/2013,0,NA,"REALIZAÇÃO DE CURSOS DE CAPACITAÇÃO,PARA REINTEGRAÇÃO SOCIAL DE SENTENCIADOS.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80495-5,21/9/2011,28/2/2013,157500,NA,"ASSISTÊNCIA AOS IDOSOS INTERNOS,ATRAVÉS DA ALIMENTAÇÃO,HIGIENE E LIMPEZA,ALÉM DE CUIDADO MÉDICO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80470-0,2/9/2011,11/8/2015,0,NA,"EXECUÇÃO DA POLÍTICA DE PROTEÇÃO E DEFESA DO CONSUMIDOR NO ESTADO DA PARAÍBA,COM A CRIAÇÃO E INSTALAÇÃO DO SISTEMA MUNICIPAL DE PROTEÇÃO E DEFESA DO CONSUMIDOR - SMDC NO BAIRRO DO CENTRO NO MUNICÍPIO DE CAMPINA GRANDE -PB,DENTRO DAS DIRETRIZES CONTIDAS NA LEI FEDERAL Nº 8.078 DE 11 DE SETEMBRO DE 1990 - CÓDIGO DE DEFESA DO CONSUMIDOR NO DECRETO FEDERAL Nº 2.181 DE 20 DE MARÇO DE 1997,CUMPRINDO A POLÍTICA ESTADUAL DE DEFSA DO CONSUMIDOR NO ESTADO DA PARAÍBA.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80354-1,5/8/2011,30/7/2013,114240,NA,"PRESTAR ASSISTÊNCIA ÀS PESSOAS PORTADORAS QUE VIVEM E/OU CONVIVEM COM HIV/AIDS,ATRAVÉS DO PROJETO CASA DE APOIO CÉLIA BRECHÓ,EM CONSONÂNCIA COM O PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTEMENTE DE TRANSCRIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80323-1,29/7/2011,1/8/2016,1078870.64,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO A MANUTENÇÃO DO CENTRO ELOHIM DE EQUOTERAPIA E HIPISMO - CEEQ  CAMPINA GRANDE,NESTE ESTADO,EM CONSONÂNCIA COM O PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTEMENTE DE TRANSCRIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80314-2,28/7/2011,30/3/2013,8000,NA,"PRESTAR ASSISTÊNCIA AS PESSOAS PORTADORAS QUE VIVEM E/OU CONVIVEM HIV/AIDS,ATRAVÉS DO PROJETO CRESCENDO DE BEM COM A VIDA - 2010 APROVADO PELO PAM - PROGRAMA DE AÇÕES E METAS - ESTADUAL/2010,EM CONSONÂNCIA COM O PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTEMENTE DE TRANSCRIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80262-6,7/7/2011,31/3/2013,990000,NA,AQUISIÇÃO DE MEDICAMENTOS PARA PACIENTES ACOMETIDOS OU PORTADORES DE CÂNCER EM TRATAMENTO QUIMIOTERÁPICO.,NA,PB,CAMPINA GRANDE,NA,Convenio
11-80248-1,2/7/2011,30/6/2015,0,NA,"IMPLANTAR AÇÕES TECNOLÓGICAS NO CENTRO DE CIÊNCIAS HUMANAS E NA ESCOLA AGROTÉCNICA DO CAJUEIRO,COM VISTAS AO INTERCÂMBIO DE CONHECIMENTOS EM ÁREAS ESPECÍFICAS DO DOMÍNIO DAS INSTITUIÇÕES,COMO FORMA DE PROMOVER O DESENVOLVIMENTO SUSTENTÁVEL DO SEMI-ÁRIDO PARAIBANO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80239-1,28/6/2011,31/12/2012,94500.2,NA,"MANUTENÇÃO DA INSTITUIÇÃO QUE PRESTA SERVIÇO ASSISTENCIAL DE SAÚDE,EDUCACIONAL,CULTURAL,E OUTROS,A 420 PESSOAS COM DEFICIÊNCIA.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80225-1,16/6/2011,30/11/2011,100000,NA,PARTICIPAÇÃO DA SETDE NA CAMPANHA LIQUIDA CAMPINA 2011. QUE REALIZAR-SE-Á NO MUNICIPIO DE CAMPINA GRANDE/PB.,NA,PB,CAMPINA GRANDE,NA,Convenio
11-80204-9,11/6/2011,28/2/2013,110643.75,NA,"MANUTENÇÃO,VISANDO MELHORAR O ATENDIMENTO ÀS PESSOAS CARENTES ASSISTIDAS NA INSTITUIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80179-4,1/6/2011,31/12/2011,1030440,NA,"ASSISTÊNCIA EDUCACIONAL DE 277 JOVENS CARENTES,ATRAVÉS DE CURSOS PROFISSIONALIZANTES NAS ÁREAS DE ELETRÔNICA,TELECOMUNICAÇÕES,INFORMÁTICA,LOGÍSTICA,ENFERMAGEM,SEGURANÇA DO TRABALHO,EQUIPAMENTOS BIOMÉDICOS E GUIA TURÍSTICO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80177-8,31/5/2011,28/2/2013,122608.5,NA,"ATENDER AS CRIANÇAS E OS ADOLESCENTES,EM REGIME DE SEMI-INTERNATO,PROVINDAS DE FAMÍLIAS QUE VIVEM PRATICAMENTE ABAIXO DA POBREZA.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80176-0,31/5/2011,30/4/2013,75600,NA,"MANUTENÇÃO DO PROGRAMA DE ATENDIMENTO DE CRIANÇAS E ADOLESCENTES VIVENDO EM SITUAÇÃO DE RISCO SOCIAL E PESSOAL,SEMI-INTERNAS NA INSTITUIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80170-1,27/5/2011,31/12/2012,126000,NA,"TRATAR E ASSISTIR DEPENDENTES QUÍMICOS DE ÁLCOOL E OUTRAS DROGAS,DO SEXO MASCULINO,COM FAIXA ETÁRIA DOS 18 AOS 70 ANOS,EM REGIME DE INTERNATO,AJUDANDO A INTEGRÁ-LOS À FAMÍLIA E À SOCIEDADE.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80152-2,14/5/2011,31/7/2012,136500,NA,ASSISTÊNCIA ÀS CRIANÇAS CARENTES EM REGIME DE SEMI-INTERNATO (ABRIGO ABERTO) E ASSISTÊNCIA ÀS FAMÍLIAS E AS MÃES DAS CRIANÇAS.,NA,PB,CAMPINA GRANDE,NA,Convenio
11-80129-8,3/5/2011,8/4/2016,0,NA,PARCERIA TÉCNICO-PEDAGÓGICA OPERACIONAL ENTRE AS CONVENENTES NA REALIZAÇÃO DO PROCESSO SELETIVO INTERNO PARA O CURSO DE FORMAÇÃO DE SARGENTOS DA POLÍCIA MILITAR DA PARAÍBA E PARA O CURSO DE FORMAÇÃO DE SARGENTOS DO CORPO DE BOMBEIROS MILITAR DA PARAÍBA.,NA,PB,CAMPINA GRANDE,NA,Convenio
11-80119-1,28/4/2011,26/4/2015,0,NA,"FORMALIZAÇÃO DAS CONDIÇÕES ESSENCIAIS À CRIAÇÃO DO NÚCLEO ACADÊMICO DE ESTUDOS JURÍDICOS,COM A PARTICIPAÇÃO DE ESTUDANTES DOS CURSOS DE DIREITO DA UEPB,DEVIDAMENTE MATRICULADOS A PARTIR DO 7º PERÍODO,DE PROFESSORES DA IES PARTICIPANTE,DEVIDAMENTE DESIGNADOS PARA TAL FIM E DE DEFENSORES PÚBLICOS,IGUALMENTE INDICADOS PELA CONCEDENTE.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80105-1,21/4/2011,31/12/2011,505000,NA,CUSTEAR O TRANSPORTE DE ALUNOS RESIDENTES EM ÁREAS RURAIS PARA AS ESCOLAS DA REDE ESTADUAL DE ENSINO DA ZONA URBANA.,NA,PB,CAMPINA GRANDE,NA,Convenio
11-80067-4,8/4/2011,2/4/2015,0,NA,"CONSTITUI OBJETO DESTE CONVÊNIO Nº.001/2011,ESTABELECER CONDIÇÕESINDISPENSÁVEIS A VIABILIZAÇÃO DE COCESSÃO DE ESTÁGIOS CURRICULARES A ESTUDANTES DA UNIVERSIDADE ESTADUAL DA PARAÍBA - UEPB,REGULARMENTE MATRICULADOS E COM EFETIVA FREQUÊNCIA,ENTENDIDO COMO UM ATO EDUCATIVO ESCOLAR SUPERVISIONADO E COMO UMA ESTRATÉGIA DE PROFISSIONALIZAÇÃO QUE COMPLEMENTE O PROCESSO ENSINO APRENDIZAGEM.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80065-8,8/4/2011,24/3/2014,0,NA,"ESTABELECER CONDIÇÕES INDISPENSÁVEIS À VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS CURRICULARES OBRIGATÓRIOS PARA ALUNOS REGULARMENTE MATRICULADOS E COM EFETIVA FREQÜÊNCIA NO(S) CURSO(S) DE GRADUAÇÃO EM FARMÁCIA,ENFERMAGEM E FISIOTERAPIA MINISTRADOS PELA UEPB.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80058-5,5/4/2011,21/2/2012,60,NA,"REPASSE DA CONTRIBUIÇÃO SINDICAL DEVIDA PELOS INTEGRANTES DAS CATEGORIAS PROFISSIONAIS REPRESENTADAS PELO SINDMOTO-CG,SENDO TAL CONTRIBUIÇÃO ACRESCIDA AO MONTANTE A SER PAGO POR OCASIÃO DO LICENCIAMENTO DOS VEÍCULOS DE TRANSPORTES DE PASSAGEIROS E ENCOMENDAS EM MOTOCICLETAS NA CATEGORIA ALUGUEL.",NA,PB,CAMPINA GRANDE,NA,Convenio
11-80005-4,3/3/2011,27/2/2015,0,NA,"CONSTITUI OBEJTO DESTE INSTRUMENTO DO CONVÊNIO,ESTABELECER CONDIÇÕES INDISPENSAVEIS A VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS CURRICULARES AOS ESTUDANTES DA UNESC - UNIÃO DE ENSINO SUPERIOR DE CAMPINA GRANDE/PB,REGULARMENTE MATRICULADOS E COM EFETIVA FREQUENCIA,ENTENDIDO COMO UM ATO EDUCATIVO ESCOLAR SUPERVISIONADO E COMO UMA ESTRATÉGICA DE PROFISSIONALIZAÇÃO QUE COMPLEMENTE O PROCESSO ENSINO-APRENDIZAGEM.",NA,PB,CAMPINA GRANDE,NA,Convenio
10-80784-5,18/12/2010,31/5/2011,60387.43,NA,"REFORMA NAS INSTALAÇÕES DO PRÉDIO DA CASA DO MENINO,LOCALIZADO NO MUNICÍPIO DE CAMPINA GRANDE-PB.",NA,PB,CAMPINA GRANDE,NA,Convenio
10-80759-4,17/12/2010,12/2/2011,378840,NA,REPASSAR RECURSOS FINANCEIROS VISANDO APOIAR A REALIZAÇÃO DO EVENTO DENOMINADO NATAL DOS SONHOS 2010 NA CIDADE DE CAMPINA GRANDE.,NA,PB,CAMPINA GRANDE,NA,Convenio
10-80753-5,4/12/2010,31/10/2011,61557.3,NA,"MANUTENÇÃO DA ORGANIZAÇÃO PAPEL MARCHÊ,QUE ATENDE 81 (OITENTA E UMA) CRIANÇAS E ADOLESCENTES PORTADORES DE NECESSIDADES ESPECIAIS.",NA,PB,CAMPINA GRANDE,NA,Convenio
10-80729-2,1/10/2010,3/8/2011,0,NA,O PRESENTE CONVÊNIO TEM POR OBJETO O REPASSE AO SINDICATO DA CONTRIBUIÇÃO SINDICAL ANUAL,NA,PB,CAMPINA GRANDE,NA,Convenio
10-80724-1,28/9/2010,4/9/2015,1961685,NA,"O PRESENTE CONVÊNIO TEM POR OBJETO,A PRESTAÇÃO DE MÃO-DE-OBRA PRISIONAL FORNECIDA POR REEDUCANDOS DO SISTEMAS PENITENCIÁRIO DO ESTADO DA PARAIBA,QUE SE ENCONTREM CUMPRINDO PENA EM REGIME ABERTO,SEMI-ABERTO E EM LIVRAMENTO CONDICIONAL,DECRETADOS PELA JUSTIÇA CRIMINAL,PREVISTA NA FORMA DA LEI,COM O OBJETIVO D EPROMOVER A REINTEGRAÇÃO SOCIAL DOS MESMOS,COMO DEVER SOCIAL,ELEVAÇÃO DA DIGNIDADE HUMANA A CARÁTER EDUCATIVO E PRODUTIVO,SEM VÍNCULO EMPREGATICIO,NOS LOCAIS E DEPENDÊNCIAS DA CONVENENTE.",NA,PB,CAMPINA GRANDE,NA,Convenio
10-80708-0,11/9/2010,31/8/2018,0,NA,PROGRAMA DE MÚTUA COOPERAÇÃO TÉCNICO CIENTÍFICA ENTRE OS CONVENENTES.,NA,PB,CAMPINA GRANDE,NA,Convenio
10-80693-8,25/8/2010,1/7/2012,88360.8,NA,CONTRATAÇÃO DE ESTAGIOS CURRICULARES OBRIGATORIOS,NA,PB,CAMPINA GRANDE,NA,Convenio
10-80631-8,17/7/2010,23/2/2015,481610.7,NA,PROJETO PRODUTIVO APL DO ALGODÃO ECOLOGICO.,NA,PB,CAMPINA GRANDE,NA,Convenio
10-80598-2,5/11/2010,1/10/2012,0,NA,"VIABILIZAÇÃO DE CONCESSÃO DE ESTÁGIOS,PELA CONCEDENTE AOS ESTUDANTES DA CONVENENTE,REGULARMENTE MATRICULADOS EM ESTÁGIOS SUPERVISIONADOS E COM EFETIVA FREQUÊNCIA NOS CURSOS DE GRADUAÇÃO DO CESED,ENTENDIDO O ESTÁGIO COMO UMA ESTRATÉGIA DE PROFISSIONALIZAÇÃO QUE COMPLEMENTE O PROCESSO ENSINO/APRENDIZAGEM MEDIANTE PLANO DE TRABALHO,QUE INTEGRARÁ ESTE INSTRUMENTO INDEPENDENTEMENTE DE TRANSCRIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
10-80551-6,2/7/2010,1/7/2011,93414,NA,"PRESTAR ASSISTENCIA AS PESSOAS PORTADORAS QUE VIVEM E/OU CONVIVEM COM HIV/AIDS,ATRAVES DO PROJETO CASA DE APOIO CELIA BRECHO,APROVADO PELO PAM - PROGRAMA DE AÇÕES E METAS - ESTADUAL 2010 EM COSONANCIA COM O PLANO DE TRABALHO.",NA,PB,CAMPINA GRANDE,NA,Convenio
10-80526-5,2/7/2010,31/12/2010,51600,NA,CUSTEAR O TRANSPORTE ESCOLAR PARA ALUNOS RESIDENTES EM AREAS RURAIS MATRICULADOS NAS ESCOLAS DA ZONA URBANA.,NA,PB,CAMPINA GRANDE,NA,Convenio
10-80510-9,2/7/2010,22/1/2011,35500,NA,"PRESTAR ASSISTÊNCIA ÀS PESSOAS PORTADORA QUE VIVEM E CONVIVEM E/OU CONVIVEM COM HIV/AIDS,ATRAVES DO PROJETO MERCADO DE TRABALHO E QUALIFICAÇÃO PROFISSIONAL 2010,APROVADO PELO PAM - PROGRAMA DE AÇÕES E METAS - ESTADUAL/2010,EM CONSONÂNCIA COM O PLANO DE TRABALHO QUE INTEGRA O CONVÊNIO INDEPENDENTEMENTE DE TRANSCRIÇÃO.",NA,PB,CAMPINA GRANDE,NA,Convenio
